id,year,month,location,lat,lon,type,rating,edec,geog.acc,sight.loc,obs.mob,time.period,no.obs,no.thyl,dist
309,1958,3,Cardigan River,-42.12583,145.83306,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
310,1958,9,Foothills of the Stack's Bluff - Ben Lomond massif.,-41.63032,147.65756,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
311,1958,NA,Walls of Jerusalem ,-41.90178,146.25172,O,5,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
312,1958,NA,Tanina,-42.62838,147.03305,O,5,OO,Approx,Bush,Walking,Day,1,1,Near
313,1959,5,Mawbanna,-40.9665,145.35767,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
314,1959,5,Trowutta,-41.06811,145.09046,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
315,1959,7,Coles Bay,-42.14463,148.29012,S,4,EO,Approx,Bush,Walking,Night,1,1,Near
316,1959,8,Trowutta Mill,-40.8783,145.08782,S,3,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
317,1959,10,Zeehan-Queenstown Rd,-41.89198,145.3936,S,5,EO,Approx,Road,Driving,Day,3+,1,Near
318,1959,11,Woolnorth,-40.75034,144.70244,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
319,1959,NA,Traveller Range,-42.06668,146.23331,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
320,1960,3,Queenstown,-42.13418,145.48993,O,3,OO,Approx,Road,Driving,Unkn,1,1,Unkn
321,1960,11,Rossarden,-41.64609,147.67524,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
322,1963,NA,Wild Dog Creek,-41.81026,146.28079,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
323,1960,NA,Manuka River,-42.12661,145.31618,O,5,OO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
324,1960,NA,Mersey Lea,-41.3706,146.47355,C*,5,EO,Approx,Bush,Walking,Day,1,1,Near
325,1961,4,Circular Head,-40.81164,145.25655,O,3,OO,Approx,Road,Driving,Night,2,1,Near
326,1961,5,Lyell Highway,-42.11493,145.78215,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
327,1961,8,Sandy Cape,-41.28109,144.71637,K*,3,EO,Approx,Bush,Walking,Night,2,1,Near
328,1961,10,Strahan-Queenstown track,-42.15918,145.41448,O,4,OO,Approx,Road,Driving,Unkn,1,1,Unkn
329,1961,11,Woolnorth,-40.71422,144.73783,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
330,1961,NA,Golden Valley,-41.63904,146.71637,K*,4,EO,Approx,Bush,Walking,Day,1,1,Near
331,1961,NA,Legerwood Rd,-41.20096,147.73001,O,3,OO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
332,1961,NA,Mawbanna,-40.9665,145.35767,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
333,1962,12,Woolnorth,-40.71422,144.73783,O,5,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
334,1962,NA,Lobster Lake,-43.01868,146.60838,S,4,EO,Approx,Bush,Walking,Day,2,1,Near
335,1963,7,Pieman River,-41.6525,145.07653,O*I,2,OI,Approx,Bush,Walking,Unkn,3+,3+,Unkn
336,1963,12,Lake Mackenzie,-41.68045,146.38101,S,5,EO,Approx,Bush,Walking,Night,2,1,Near
337,1964,11,Sisters Creek,-40.96275,145.562,O,4,OO,Approx,Road,Driving,Night,1,1,Near
339,1964,NA,Collingwood River,-42.16279,145.92755,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
340,1966,1,Ansons Bay,-41.03545,148.26804,O,4,OO,Approx,Bush,Walking,Night,3+,1,Far
341,1966,3,Henty River,-41.99392,145.47139,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
343,1966,11,Cradle Mountain,-41.56245,145.78159,O,3,OO,Approx,Road,Driving,Day,2,1,Far
344,1966,11,Montagu Swamp,-40.89677,144.91476,O,4,OO,Approx,Road,Driving,Day,3+,1,Near
346,1967,NA,No location given,NA,NA,K*,3,EO,Unkn,Bush,Walking,Night,1,1,Near
347,1982,4,Derwent Valley,-42.74196,146.86639,O,4,OO,Broad,Bush,Walking,Day,2,1,Near
348,1968,11,Buckland,-42.61619,147.6463,O,4,OO,Approx,Road,Driving,Night,1,1,Near
349,1968,NA,Fingal,-41.61695,147.93339,S,4,OO,Approx,Bush,Walking,Day,1,2,Near
351,1969,5,Lewis River,-42.95003,145.54816,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
352,1969,6,Woolnorth,-40.71422,144.73783,OI,4,OI,Approx,Bush,Walking,Day,1,1,Near
353,1969,5,Fingal,-41.61695,147.93339,O*,3,OO,Approx,Bush,Walking,Day,1,1,Near
354,1969,NA,Pipers River,-41.08803,147.103,S,4,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
355,1970,1,Point Hibbs,-42.60374,145.295,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
357,1970,7,Dasher Hill,-41.44432,146.29547,O,4,OO,Approx,Road,Driving,Night,2,1,Near
359,1970,NA,Cluny,-42.50706,146.67568,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
360,1970,NA,Rapid River,-41.16922,145.14503,O,5,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
361,1970,NA,Scottsdale,-41.23224,147.45755,O,4,OO,Approx,Road,Driving,Night,3+,1,Near
362,1970,NA,Welcome Swamp,-40.95052,144.7968,O,4,OO,Approx,Bush,Walking,Unkn,3+,1,Unkn
363,1971,4,Liena,-41.55703,146.22446,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
364,1971,5,Beulah,-41.45089,146.37843,OI,4,OI,Approx,Bush,Walking,Day,1,1,Near
366,1971,NA,East,-42.22787,147.72321,O,4,OO,Broad,Bush,Walking,Day,1,1,Near
367,1972,1,Mt Roland,-41.46231,146.26685,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
368,1972,NA,Dunalley,-42.88672,147.81236,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
369,1972,NA,North West,-41.11541,144.9838,O,4,OO,Broad,Road,Driving,Night,1,1,Near
370,1973,2,Flinders Creek,-42.99008,147.8892,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
371,1974,NA,Lake St Clair,-42.11671,146.17776,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
372,1974,NA,Lisdillon,-42.26506,148.00239,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
373,1975,1,Burnt Bridge Gully,-42.54,147.82,O,5,OO,Approx,Bush,Walking,Day,2,1,Near
374,1975,3,Milabena,-40.85239,145.36667,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
375,1975,10,Sisters Hills,-40.91306,145.51411,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
376,1975,11,Sisters Hills,-40.91306,145.51411,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
377,1975,NA,Mt Lloyd,-42.83086,146.94704,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
378,1976,3,Milabena,-40.85239,145.36667,C*,5,OO,Approx,Bush,Walking,Day,1,1,Near
379,1976,6,Pieman River,-41.72386,145.00411,OI,4,OI,Approx,Bush,Walking,Day,1,1,Near
380,1976,NA,Orford,-42.56861,147.87747,O,5,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
382,1977,8,Derby,-41.14608,147.80167,O,4,OO,Approx,Road,Driving,Night,2,1,Near
384,1977,NA,North West,-41.23176,144.69192,K*,5,OO,Broad,Bush,Walking,Unkn,1,1,Unkn
385,1978,2,Hellyer Gorge,-41.28411,145.60398,O,3,OO,Approx,Road,Driving,Night,1,1,Near
386,1978,11,Hobbs Island,-43.21899,145.80085,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
387,1978,NA,Meunna Rd,-41.12007,145.52357,S,4,EO,Approx,Road,Driving,Night,1,1,Near
388,1979,NA,Saw Back Range,-42.76637,146.34017,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
389,1980,2,Dawsons Siding Rd,-41.27937,146.39975,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
390,1980,2,Mulcahy Beach,-43.11218,145.72804,O,3,OO,Approx,Bush,Walking,Day,1,1,Unkn
391,1980,11,Underwood,-41.2933,147.20419,O,3,OO,Approx,Bush,Walking,Day,1,1,Near
392,1980,NA,Lake Chisholm,-41.1333,145.0633,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
393,1980,NA,South East,-43.4164,146.90914,O,5,OO,Broad,Bush,Walking,Day,1,1,Near
394,1981,2,Rosegarland,-42.70931,146.946,O,4,OO,Approx,Road,Driving,Night,1,1,Near
395,1981,3,Mainwaring River,-42.86817,145.44354,S,3,EO,Approx,Bush,Walking,Day,3+,1,Far
396,1981,3,Mt Eliza,-42.96221,146.39962,O*I,2,OI,Approx,Bush,Walking,Day,1,1,Near
397,1981,6,Golconda,-41.20167,147.30328,O,2,OO,Approx,Road,Driving,Day,2,1,Near
398,1981,11,Lyell Highway,-42.16279,145.92755,O,3,OO,Broad,Road,Driving,Unkn,1,1,Near
400,1982,3,Avoca,-41.78138,147.72193,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
401,1982,3,Togari,-41.05042,144.82157,S,5,EO,Approx,Road,Driving,Night,1,1,Near
402,1982,10,Emu River,-41.17632,145.87189,O,3,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
404,1985,5,No location given,NA,NA,O,4,OO,Unkn,Road,Driving,Day,1,1,Far
405,1986,1,Pipers River,-41.08803,147.103,O,3,OO,Approx,Road,Driving,Night,3+,1,Near
406,1986,NA,Frankland River,-41.07521,144.77212,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
407,1987,7,Nive River,-42.18048,146.4582,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
408,1988,1,Ferny Hill Rd,-41.13989,147.2987,O,3,OO,Approx,Road,Driving,Night,1,1,Near
409,1989,1,Ferny Hill Rd,-41.13989,147.2987,O,1,OO,Approx,Road,Driving,Night,2,1,Near
410,1989,9,Gordon Highway,-42.81414,146.38527,O,4,OO,Approx,Road,Driving,Night,2,1,Near
411,1989,NA,Elephant Pass,-41.63074,148.23289,K*,4,OO,Approx,Road,Driving,Day,2,1,Near
412,1990,NA,Adamsfield,-42.71924,146.3249,K*,4,EO,Approx,Bush,Walking,Day,2,1,Near
413,1991,2,Maydena,-42.7677,146.56023,O,4,OO,Precise,Road,Driving,Unkn,1,1,Unkn
414,1991,6,The Sideling Lookout,-41.25766,147.43029,O,2,OO,Approx,Road,Driving,Day,1,1,Near
415,1993,NA,Mt Field,-42.68553,146.59338,O,4,OO,Approx,Road,Driving,Night,2,1,Near
416,1995,1,Pyengana,-41.28954,148.00465,O,5,OO,Approx,Bush,Walking,Night,1,1,Far
417,1995,3,Snake River,-42.95101,146.54404,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
419,1997,NA,Meadowbank Dam,-42.61183,146.84053,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
420,1998,12,Pyengana,-41.28954,148.00465,O,4,OO,Approx,Road,Driving,Day,1,1,Near
421,1999,1,Great Lake,-41.98078,146.72157,O,3,OO,Approx,Road,Driving,Day,2,1,Near
422,2002,5,Lindsay River,-41.32714,144.98069,S,5,EO,Approx,Road,Walking,Day,1,2,Near
423,2004,4,Derwent Bridge,-42.12807,146.23752,O,4,OO,Approx,Road,Driving,Day,1,1,Near
424,2005,4,Modder River,-42.50377,145.26224,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
426,2009,4,Tullah,-41.73967,145.61492,O,3,OO,Approx,Road,Driving,Night,1,1,Near
427,2011,12,Midland Hwy,-41.95377,147.49582,O,4,OO,Approx,Road,Driving,Night,2,1,Near
428,2012,3,Campbell Town,-41.98852,147.50606,O,4,OO,Approx,Road,Driving,Night,2,2,Near
429,2014,8,Lyell Highway,-42.16224,145.923,S,4,EO,Approx,Road,Driving,Day,1,1,Far
430,2015,4,Poatina,-41.79541,146.95811,O,2,OO,Approx,Road,Driving,Day,3+,1,Far
431,2015,8,South East,-43.4164,146.90914,O,2,OO,Broad,Road,Driving,Day,2,1,Near
435,1961,8,Arthur River,-41.08312,144.77039,O,5,OO,Approx,Bush,Walking,Day,1,1,Near
436,1961,11,Talinah Lagoon,-41.88311,146.43274,O,5,OO,Approx,Bush,Walking,Night,3+,1,Near
437,1963,2,Mainwaring River,-42.85536,145.43666,SI,5,EI,Precise,Bush,Walking,Day,3+,1,Near
438,1970,7,Lower Beulah,-41.45051,146.40872,S,4,EO,Approx,Road,Driving,Night,2,1,Near
439,1961,7,Adamsfield,-42.71781,146.2948,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
440,1970,12,Meander,-41.70526,146.56663,S,4,EO,Approx,Road,Driving,Night,1,1,Near
441,1970,7,Myrtle Forest Reserve,-41.21654,147.93795,O,4,OO,Approx,Road,Driving,Night,3+,3+,Near
442,1969,6,Glen Huon,-43.02519,146.95824,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
443,1966,6,Luina,-41.46707,145.38461,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
444,1970,9,Beechford,-41.03597,146.9388,O,4,OO,Approx,Bush,Walking,Night,3+,1,Near
445,1977,3,Black River ,-40.85557,145.30613,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
446,1978,NA,Interview River,-41.56104,144.95066,S,3,EO,Approx,Bush,Walking,Unkn,2,3+,Near
447,1977,3,Mawbanna,-40.94024,145.33689,S,5,EO,Approx,Bush,Walking,Night,1,1,Near
448,1978,3,Savage River,-41.28148,145.31983,S,4,EO,Approx,Bush,Walking,Day,2,1,Near
449,1946,NA,Balfour,-41.26365,144.88296,OI,4,OI,Approx,Bush,Walking,Night,1,2,Far
450,1970,NA,Little Pine Lagoon,-42.00165,146.60989,S,3,EO,Approx,Road,Driving,Night,3+,1,Near
452,1970,7,Frome River,-41.13305,147.90267,S,4,EO,Approx,Bush,Walking,Day,2,1,Near
453,1969,7,Weld Hill,-41.13843,147.88471,S,4,EO,Approx,Road,Driving,Night,1,1,Near
454,1966,8,Dee Lagoon,-42.28233,146.60861,S,5,EO,Approx,Road,Driving,Day,1,1,Near
455,1971,5,Wynyard,-40.99988,145.62574,O,3,OO,Approx,Road,Driving,Night,3+,1,Near
456,1944,NA,Montumana,-40.94966,145.52136,K*,5,EO,Approx,Bush,Walking,Unkn,1,1,Near
457,1941,4,Wylds Craig,-42.47399,146.38991,OI,4,OI,Approx,Bush,Walking,Night,3+,2,Far
458,1952,NA,South Gordon Track,-42.84252,146.2901,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
459,1954,NA,Eldon River,-41.95569,145.76143,S,4,EO,Approx,Bush,Walking,Day,1,2,Near
460,1952,10,Long Hill Camp,-41.35903,146.47586,SI,5,EI,Approx,Bush,Walking,Night,3+,1,Far
461,1952,2,Arthur River,-41.11518,144.98362,OI,3,OI,Approx,Bush,Walking,Night,3+,1,Far
462,1953,11,Fraser Creek,-41.12068,148.14769,S,5,EO,Approx,Bush,Walking,Day,2,1,Far
463,1947,NA,Frog Flats,-41.83922,146.00564,S,4,EO,Approx,Bush,Walking,Day,3+,1,Unkn
464,1952,NA,Union Bridge,-41.4857,146.34952,O,5,OO,Approx,Road,Walking,Unkn,2,1,Unkn
465,1953,NA,Liena,-41.55035,146.23006,O,5,OO,Approx,Bush,Walking,Day,1,1,Near
466,1946,6,Pine Lake,-41.74397,146.70533,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
467,1957,NA,Preolenna,-41.0847,145.55643,S,4,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
468,1952,NA,Glen Huon,-43.02519,146.95824,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
469,1951,NA,Arthur River,-41.05263,144.66732,SI,4,EI,Approx,Bush,Walking,Day,1,1,Near
470,1944,NA,Cardigan River,-42.12583,145.83306,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
471,1952,NA,Mathinna,-41.52524,147.79078,K*,4,EO,Approx,Bush,Walking,Day,2,1,Near
472,1952,7,Mt Roland,-41.45101,146.32798,O,5,OO,Approx,Road,Driving,Night,1,1,Near
473,1954,4,Corinna-Waratah Rd,-41.46709,145.2881,O,5,OO,Approx,Road,Driving,Day,1,1,Near
474,1965,12,Strahan,-42.14044,145.35424,O,4,OO,Approx,Bush,Walking,Day,2,1,Far
475,1962,NA,Corinna,-41.53001,145.20909,O,5,OO,Approx,Road,Driving,Day,2,1,Far
476,1941,NA,Whyte River,-41.40754,145.45166,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
477,1943,NA,Whyte River,-41.40754,145.45166,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
478,1912,NA,West Montagu,-40.78157,144.90197,C,5,PS,Approx,Bush,Walking,Day,1,1,Near
479,1961,11,Lyell Highway,-43.00468,146.35712,SI,4,EI,Broad,Bush,Walking,Day,3+,1,Near
481,1963,NA,Queenstown,-42.15582,145.4457,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
482,1963,NA,Zeehan,-41.88585,145.26268,O,4,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
483,1962,11,Moulting Lagoon,-42.02518,148.22747,O,3,OO,Approx,Road,Driving,Night,1,1,Unkn
484,1957,4,Whyte River,-41.40754,145.45166,O,5,OO,Approx,Bush,Walking,Day,2,1,Near
486,1960,2,New River,-43.46722,146.55611,OI,3,OI,Approx,Bush,Walking,Day,2,1,Near
488,1926,NA,Wedge River,-42.85857,146.22983,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
490,1951,2,Hellyer Gorge,-41.21923,145.57138,OI,4,OI,Approx,Bush,Walking,Night,1,2,Near
491,1950,12,Whale Head,-43.63667,146.87111,O,5,OO,Approx,Bush,Walking,Day,1,1,Near
494,1944,4,Whyte Valley,-41.46449,145.39621,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
495,1943,3,Green Hill,-42.76058,146.32686,SI,5,EI,Approx,Bush,Walking,Day,1,3+,Near
496,1945,7,Lake Petrach & Mt Hugel [2 sites],-42.07483,146.07912,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
497,1940,NA,Pyengana-Mathinna,-41.28954,148.00465,C*,4,EO,Approx,Bush,Walking,Day,1,2,Near
498,1947,2,Preolenna,-41.04125,145.59501,O,2,OO,Approx,Road,Driving,Day,1,1,Near
499,1963,1,Circular Head,-40.81164,145.25655,O,4,OO,Approx,Road,Driving,Day,1,1,Far
500,1960,6,Swansea,-42.13378,148.07115,O*,2,OO,Approx,Bush,Walking,Night,3+,1,Unkn
501,1970,7,Copley Dam,-42.83494,147.0522,O,3,OO,Approx,Road,Walking,Night,1,1,Near
502,1972,2,Port Davey,-43.23149,145.97077,SI,3,EI,Approx,Bush,Walking,Day,2,1,Near
503,1974,8,Vale of Belvoir,-41.5537,145.89886,S,4,EO,Approx,Bush,Walking,Night,3+,1,Near
505,1911,1,River Forth,-41.47154,146.13613,S,5,EO,Approx,Bush,Walking,Night,2,1,Near
506,1911,2,Florentine Valley,-42.72656,146.64579,S,5,EO,Approx,Bush,Walking,Unkn,1,3+,Near
507,1925,12,Mt Stronach,-41.178,147.59359,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
508,1925,12,Forester River,-41.14285,147.61824,S,5,EO,Approx,Road,Driving,Night,1,1,Near
509,1943,5,Mt Lloyd,-42.83086,146.94704,S,5,EO,Approx,Bush,Walking,Day,3+,2,Far
510,1974,NA,Tomahawk,-40.8724,147.7688,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
511,1989,NA,Saw Back Range,-42.76637,146.34017,S,4,EO,Approx,Bush,Walking,Day,1,1,Near
512,1985,NA,Waddamana,-42.18935,146.84233,O,4,OO,Approx,Road,Driving,Night,2,1,Near
513,1990,2,Bothwell,-42.45429,146.94518,S,4,EO,Approx,Road,Driving,Unkn,1,1,Near
514,2001,1,Batman Bridge,-41.21837,146.91355,O,4,OO,Approx,Road,Driving,Night,1,1,Near
515,1989,NA,Florentine Valley,-42.74812,146.56781,S,4,EO,Approx,Bush,Walking,Day,3+,1,Near
516,1979,NA,Mt Wellington,-42.89002,147.22918,O,4,OO,Approx,Road,Driving,Night,1,1,Near
517,1996,6,Davisons Bay,-40.65634,144.71506,O,2,OO,Approx,Bush,Walking,Day,2,1,Far
518,1997,8,Woodsdale,-42.48153,147.57644,O,4,OO,Approx,Bush,Walking,Day,1,1,Far
519,1998,1,Queenstown-Zeehan Rd,-41.92462,145.42979,O,4,OO,Approx,Road,Driving,Night,1,1,Near
520,1998,3,Lake Loane,-41.79474,146.25411,O,4,OO,Approx,Bush,Walking,Day,1,1,Far
521,1998,7,Queenstown-Strahan Rd,-42.15579,145.44573,O,2,OO,Approx,Road,Driving,Night,2,1,Near
522,2000,3,Franklin-Gordon,-42.21523,146.01984,O,4,OO,Approx,Road,Driving,Night,1,1,Far
524,1998,12,Poatina,-41.91235,147.37708,O*,3,OO,Approx,Road,Driving,Night,2,1,Far
525,2002,NA,Turks Landing ,-41.039,144.68274,O*I,2,OI,Approx,Bush,Walking,Day,1,2,Near
526,1995,NA,Couta Rocks,-41.17002,144.6943,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
527,1916,9,Mt Wellington,-42.91528,147.24825,SI,5,EI,Approx,Bush,Walking,Day,3+,1,Near
528,1953,NA,Lake Pedder,-42.94898,146.20777,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
529,1980,7,Mole Creek,-41.55654,146.40325,S,5,EO,Approx,Road,Driving,Night,3+,1,Near
531,1950,10,Bermuda Rd,-43.05666,146.89833,SI,3,EI,Approx,Bush,Walking,Day,3+,1,Near
532,1954,5,Misty Creek,-41.57733,146.17455,S,4,EO,Approx,Bush,Walking,Day,3+,3+,Near
533,1951,2,Florentine Valley,-42.5725,146.41944,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
534,1951,NA,Misery Range,-42.96972,147.00799,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
536,1938,11,Riner's Camp,-42.33214,145.83626,SI,5,EI,Approx,Bush,Walking,Day,3+,1,Near
537,1938,11,Loddon Plains,-42.27928,145.94007,SI,5,EI,Approx,Bush,Walking,Day,3+,1,Near
538,1937,NA,Arthur River,-41.06376,144.6646,S,5,EO,Approx,Bush,Walking,Day,1,1,Unkn
539,1948,11,Swansea Road,-42.00827,147.87677,O,5,OO,Approx,Road,Driving,Day,2,1,Near
540,1948,11,Coles Bay Rd,-42.03376,148.22431,O,5,OO,Approx,Road,Driving,Unkn,2,1,Unkn
541,2000,NA,Liffey,-41.69904,146.85282,O*,2,OO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
542,1998,NA,Midlands,-42.01379,147.49199,K*,5,OO,Broad,Bush,Walking,Day,1,1,Near
543,1953,NA,Nabowla,-41.16061,147.36868,C*,3,EO,Approx,Bush,Walking,Day,1,1,Near
544,1960,NA,Bridgenorth Road,-41.38146,146.95605,O,4,OO,Approx,Road,Driving,Night,3+,1,Near
546,1957,NA,East Tamar,-41.23964,147.00781,O,5,OO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
547,1957,NA,Zeehan,-41.88708,145.3379,O,5,OO,Approx,Bush,Walking,Unkn,Unkn,1,Unkn
548,1963,NA,Sandy Cape,-41.42051,144.75019,SI,5,EI,Approx,Bush,Walking,Day,1,1,Near
550,1987,NA,West Coast,-42.06122,145.25448,O,3,OO,Broad,Road,Driving,Night,1,1,Far
551,1946,3,Reuben Creek Mineralized Area,-42.82876,145.42561,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
552,1946,3,Horburg Creek Mineralized Area,-42.80169,145.41943,SI,5,EI,Approx,Bush,Walking,Day,2,1,Near
553,1947,3,Mayday Mountain,-41.57841,145.83021,SI,5,EI,Approx,Bush,Walking,Night,1,1,Near
554,1947,3,Mackintosh River,-41.70866,145.6447,OI,4,OI,Approx,Bush,Walking,Day,1,2,Far
555,1981,2,Cradle Mountain,-41.54233,145.9401,OI,4,OI,Approx,Bush,Walking,Day,2,1,Near
558,1911,12,Stoodley,-41.39456,146.40809,S,5,EO,Approx,Bush,Walking,Unkn,1,1,Unkn
559,1945,3,Bluff Hill Point,-41.0185,144.62678,S,5,EO,Approx,Bush,Walking,Night,3+,1,Near
560,1966,11,Tasman Hwy,-42.82457,147.73714,S,4,EO,Approx,Road,Driving,Night,2,1,Near
561,1932,NA,Ellendale,-42.61854,146.71654,C*,5,EO,Approx,Bush,Walking,Day,1,1,Near
562,1964,NA,Arthur River,-41.11014,145.3443,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
563,1954,3,Deloraine,-41.57728,146.63955,S,4,EO,Approx,Road,Driving,Night,2,1,Near
564,1973,2,Mathinna,-41.46317,147.79917,S,4,EO,Approx,Road,Driving,Day,1,1,Near
565,1995,NA,Montagu Swamp,-40.89677,144.91476,O,4,OO,Approx,Road,Driving,Day,1,1,Near
566,1985,NA,Blue Tier,-41.20052,148.00412,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
567,1986,NA,Golconda,-41.20167,147.30328,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
568,1980,NA,Florentine Valley,-42.63182,146.44766,O,4,OO,Approx,Road,Driving,Day,2,1,Far
569,2002,NA,Penstock,-42.07781,146.76832,O,4,OO,Approx,Bush,Walking,Day,2,1,Near
570,1978,NA,Neika,-42.94906,147.23093,O,4,OO,Approx,Road,Driving,Night,1,1,Near
571,2006,NA,Warra Creek,-41.05666,144.75843,O*I,2,OI,Approx,Bush,Walking,Night,1,2,Far
572,1968,NA,Britton Bros. Sawmill,-40.96352,145.0022,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
573,2002,NA,Pieman River,-41.6267,145.07778,O,5,OO,Approx,Road,Driving,Day,2,1,Near
574,1956,NA,Marrawah,-40.93425,144.6957,S,5,EO,Approx,Road,Driving,Night,3+,1,Near
575,1998,NA,Adamsfield,-42.77328,146.2996,O,4,OO,Approx,Road,Driving,Day,1,1,Near
576,1973,NA,Lake Gordon,-42.72502,146.07918,O,5,OO,Approx,Road,Walking,Day,2,1,Near
577,1998,7,Queenstown-Strahan Rd,-42.15755,145.39326,O*,2,OO,Precise,Road,Driving,Unkn,3+,1,Near
578,2001,8,Lyell Highway,-42.15454,145.90968,O,3,OO,Approx,Road,Driving,Night,1,1,Far
581,2001,NA,Morningside Bridge,-41.89352,147.41681,O*,2,OO,Approx,Road,Driving,Unkn,1,1,Unkn
584,1988,NA,Lake Leonis,-41.81753,146.17279,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
585,2000,3,Bronte Lagoon,-42.20783,146.5034,O,4,OO,Approx,Bush,Walking,Day,1,1,Far
588,2000,5,Cradle Link Rd,-41.58917,145.93437,O*,2,OO,Approx,Road,Driving,Unkn,1,1,Unkn
589,1953,NA,The Sideling,-41.26714,147.39685,O*,2,OO,Approx,Bush,Walking,Unkn,1,1,Unkn
591,1975,NA,Adamsfield,-42.71026,146.28264,OI,3,OI,Approx,Bush,Walking,Day,1,1,Near
592,1940,4,Allison's Tier,-41.82241,146.52587,S,5,EO,Approx,Bush,Walking,Day,1,1,Near
593,1940,NA,Northern Tasmania,-41.34263,146.53202,C*,3,EO,Broad,Bush,Walking,Day,2,1,Near
594,1970,10,Petal point,-40.78143,147.96184,O,4,OO,Approx,Bush,Walking,Day,1,1,Near
595,1970,5,Weld Hill,-41.13843,147.88471,S,4,EO,Approx,Road,Driving,Night,1,1,Near
596,1994,11,Oatlands,-42.30274,147.36703,O*,1,OO,Approx,Bush,Walking,Day,1,1,Near
